employeenumber,age,attrition,businesstravel,distancefromhome,education,educationfield,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,numero_empresas_anteriores,horas_extra,incremento_salario,nivel_trabajo,satisfaccion_relaciones_interpersonales,clasificacion_jornada,años_experiencia,cursos,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,salary,remotework,salary_month
1383,50,No,Unknown,1,3,Life Sciences,4,M,2,5, Research Director ,4,Single,6,No,12,3,3,Unknown,11.32,3,Muy alto,1,0,0,182650.0,Yes,15220.83
1384,36,No,Unknown,20,3,Technical Degree,3,F,4,1, Research Scientist ,3,Unknown,0,No,17,3,4,Part Time,2.0,5,Medio,1,0,0,28111.13,Yes,2342.59
1385,21,No,Unknown,25,3,Life Sciences,2,F,4,1, Research Scientist ,4,Single,1,Unknown,12,3,4,Part Time,1.0,2,Alto,1,0,1,28111.13,Yes,2342.59
1386,25,No,Unknown,1,2,Life Sciences,4,M,3,1, Research Scientist ,3,Unknown,1,No,22,4,4,Part Time,1.0,2,Alto,1,0,1,28111.13,No,2342.59
1387,27,Yes,travel_frequently,7,1,Life Sciences,3,M,1,1, Sales Representative ,4,Single,1,Yes,14,3,4,Unknown,1.0,4,Alto,1,1,0,65245.88,Yes,5437.16
1388,44,No,Unknown,7,4,Medical,2,F,4,2, Research Scientist ,2,Married,6,Yes,16,3,4,Part Time,18.0,2,Alto,1,0,0,23720.0,No,1976.67
1389,53,No,travel_frequently,6,2,Medical,2,F,2,1, Laboratory Technician ,3,Single,0,Unknown,14,3,2,Full Time,8.0,6,Medio,7,7,7,28380.0,No,2365.0
1390,47,No,travel_frequently,25,3,Medical,2,F,3,5, Manager ,2,Unknown,3,Unknown,22,4,3,Full Time,22.0,4,Alto,0,0,0,180610.0,No,15050.83
1391,29,No,Unknown,11,3,Medical,3,F,4,1, Sales Representative ,4,Married,8,Unknown,14,3,2,Part Time,5.0,4,Alto,1,0,0,28111.13,Yes,2342.59
1392,20,No,non-travel,1,3,Life Sciences,4,F,3,1, Laboratory Technician ,4,Single,1,Unknown,15,3,3,Part Time,0.0,5,Muy alto,0,0,0,16110.0,No,1342.5
1393,33,Yes,travel_frequently,2,3,Life Sciences,3,F,2,1, Sales Representative ,4,Single,7,No,14,3,3,Part Time,3.0,3,Muy alto,1,0,0,28111.13,Yes,2342.59
1394,33,Yes,travel_frequently,1,4,Life Sciences,2,F,1,1, Sales Representative ,3,Single,1,Unknown,12,3,2,Part Time,11.32,3,Alto,1,0,0,28111.13,No,2342.59
1395,33,Yes,travel_rarely,8,3,Life Sciences,1,F,2,1, Research Scientist ,2,Unknown,1,Unknown,12,3,3,Part Time,11.32,3,Muy alto,1,0,0,28111.13,No,2342.59
1396,29,No,travel_rarely,11,1,Life Sciences,2,M,3,1, Laboratory Technician ,1,Married,0,Unknown,14,3,2,Part Time,6.0,3,Muy alto,5,1,4,28111.13,No,2342.59
1397,41,Yes,Unknown,2,3,Life Sciences,1,F,2,1, Laboratory Technician ,1,Single,2,Yes,23,4,2,Unknown,11.0,2,Muy alto,1,0,0,28111.13,Yes,2342.59
1398,46,No,travel_frequently,1,5,Marketing,1,F,3,2, Sales Executive ,3,Married,7,Unknown,12,3,3,Part Time,11.0,4,Medio,1,0,0,47680.0,No,3973.33
1399,32,No,Unknown,7,3,Life Sciences,2,M,3,1, Research Scientist ,3,Unknown,1,Unknown,13,3,2,Part Time,1.0,2,Medio,1,0,0,12740.0,No,1061.67
1400,37,No,travel_rarely,7,1,Life Sciences,4,M,3,1, Sales Representative ,3,Unknown,1,No,13,3,1,Part Time,1.0,3,Alto,1,0,0,24040.0,Yes,2003.33
1401,26,Yes,travel_frequently,9,3,Life Sciences,2,M,3,1, Laboratory Technician ,1,Unknown,2,Unknown,11,3,3,Part Time,11.32,2,Medio,0,0,0,28111.13,No,2342.59
1402,26,No,Unknown,13,2,Life Sciences,4,F,3,1, Sales Representative ,2,Married,1,Unknown,13,3,3,Part Time,1.0,2,Unknown,1,0,0,20330.0,Yes,1694.17
1403,30,Yes,Unknown,2,2,Medical,3,M,2,1, Laboratory Technician ,1,Single,7,No,11,3,3,Part Time,8.0,2,Medio,0,0,0,25610.0,Yes,2134.17
1404,30,No,travel_rarely,1,3,Life Sciences,1,M,2,1, Research Scientist ,3,Unknown,1,Unknown,14,3,4,Part Time,1.0,2,Mal,1,0,0,15630.0,No,1302.5
1405,35,No,Unknown,8,5,Life Sciences,4,M,3,2, Healthcare Representative ,3,Unknown,2,Unknown,17,3,1,Unknown,14.0,6,Alto,0,0,0,65245.88,Yes,5437.16
1406,41,No,travel_rarely,6,3,Life Sciences,2,F,3,3, Manufacturing Director ,2,Single,4,Unknown,18,3,4,Part Time,9.0,3,Alto,2,2,2,83760.0,No,6980.0
1407,44,No,Unknown,2,3,Medical,3,M,2,1, Laboratory Technician ,2,Married,4,Unknown,14,3,2,Full Time,11.32,3,Unknown,1,0,0,48410.0,Yes,4034.17
1408,31,No,travel_rarely,9,3,Life Sciences,3,M,4,1, Research Scientist ,3,Married,6,No,18,3,1,Part Time,11.32,2,Medio,1,0,0,28111.13,No,2342.59
1409,37,No,travel_rarely,1,3,Life Sciences,4,M,2,1, Laboratory Technician ,1,Unknown,1,No,19,3,2,Part Time,11.32,3,Alto,3,1,2,28111.13,No,2342.59
1410,37,Yes,travel_rarely,7,3,Life Sciences,1,F,3,1, Laboratory Technician ,1,Unknown,1,Unknown,12,3,4,Unknown,1.0,2,Alto,1,0,0,65245.88,Yes,5437.16
1411,36,No,Unknown,7,4,Medical,1,M,3,1, Research Scientist ,4,Single,1,Unknown,13,3,3,Full Time,11.32,4,Unknown,1,0,0,29720.0,No,2476.67
1412,28,No,travel_rarely,3,3,Life Sciences,1,F,3,1, Research Scientist ,4,Unknown,1,Unknown,21,4,1,Part Time,1.0,5,Alto,1,0,0,28111.13,Yes,2342.59
1413,38,No,travel_rarely,1,4,Life Sciences,2,F,3,2, Sales Executive ,3,Single,6,No,13,3,1,Full Time,11.32,5,Alto,1,0,0,68150.0,Yes,5679.17
1414,52,No,Unknown,7,3,Marketing,2,M,3,5, Manager ,3,Married,4,Yes,16,3,3,Full Time,11.32,2,Alto,1,0,0,191324.62,No,15943.72
1415,44,No,travel_rarely,9,2,Life Sciences,4,M,2,5, Manager ,4,Unknown,8,No,22,4,4,Full Time,24.0,2,Alto,1,0,1,191324.62,No,15943.72
1416,37,No,Unknown,7,2,Life Sciences,3,M,2,1, Laboratory Technician ,4,Unknown,1,No,18,3,4,Unknown,11.32,5,Medio,1,0,1,65245.88,No,5437.16
1417,48,No,travel_rarely,1,4,Life Sciences,4,M,4,4, Manager ,1,Unknown,1,Unknown,15,3,2,Full Time,27.0,5,Mal,26,0,12,175670.0,No,14639.17
1418,20,Yes,travel_frequently,3,2,Medical,2,F,3,1, Sales Representative ,4,Single,1,Yes,12,3,3,Part Time,0.0,2,Muy alto,0,0,0,15690.0,Yes,1307.5
1419,31,No,Unknown,5,3,Life Sciences,1,M,2,2, Sales Executive ,2,Divorced,1,Yes,13,3,2,Part Time,10.0,3,Medio,10,0,9,41870.0,Yes,3489.17
1420,33,No,Unknown,5,4,Life Sciences,1,F,3,2, Sales Executive ,4,Unknown,1,No,11,3,1,Part Time,10.0,2,Unknown,10,0,2,53914.11,Yes,4492.84
1421,43,No,travel_rarely,23,2,Life Sciences,4,M,3,3, Sales Executive ,3,Single,3,Unknown,16,3,4,Part Time,21.0,2,Alto,2,0,2,100071.84,Yes,8339.32
1422,40,No,travel_rarely,4,2,Life Sciences,4,F,3,1, Laboratory Technician ,3,Unknown,7,Unknown,19,3,4,Full Time,7.0,5,Unknown,0,0,0,33060.0,Yes,2755.0
1423,34,Yes,travel_rarely,2,4,Life Sciences,4,M,3,1, Laboratory Technician ,2,Single,1,No,12,3,1,Part Time,1.0,2,Alto,1,0,0,13930.0,Yes,1160.83
1424,62,No,Unknown,1,4,Life Sciences,3,M,1,3, Healthcare Representative ,4,Divorced,3,No,20,4,3,Full Time,19.0,2,Muy alto,1,0,0,108830.0,No,9069.17
1425,26,Yes,Unknown,22,1,Life Sciences,4,M,1,1, Human Resources ,3,Married,1,No,11,3,3,Unknown,1.0,2,Alto,1,0,0,65245.88,Yes,5437.16
1426,42,No,travel_rarely,8,2,Life Sciences,2,F,3,2, Manufacturing Director ,1,Unknown,2,Yes,16,3,2,Unknown,18.0,3,Alto,1,0,0,53914.11,Yes,4492.84
1427,32,No,travel_rarely,7,1,Life Sciences,2,M,3,1, Research Scientist ,4,Married,1,No,12,3,2,Unknown,10.0,2,Medio,10,0,8,65245.88,Yes,5437.16
1428,49,No,non-travel,2,4,Marketing,3,M,3,2, Sales Executive ,2,Unknown,7,No,11,3,4,Part Time,4.0,3,Mal,1,0,0,53914.11,Yes,4492.84
1429,34,Yes,travel_rarely,1,2,Life Sciences,1,M,1,2, Sales Executive ,2,Single,6,Unknown,15,3,2,Full Time,10.0,2,Alto,0,0,0,67350.0,No,5612.5
1430,47,No,travel_rarely,7,3,Life Sciences,4,F,1,3, Human Resources ,3,Married,4,Unknown,21,4,3,Unknown,9.0,2,Muy alto,5,0,3,97560.0,Yes,8130.0
1431,36,No,Unknown,2,4,Life Sciences,4,M,4,1, Research Scientist ,4,Married,0,Yes,14,3,1,Part Time,6.0,3,Alto,5,1,2,28111.13,No,2342.59
1432,35,Yes,Unknown,16,3,Life Sciences,1,F,3,3, Sales Executive ,1,Unknown,2,Yes,20,4,3,Part Time,11.32,2,Medio,0,0,0,100071.84,Yes,8339.32
1433,33,Yes,travel_rarely,16,4,Life Sciences,1,M,3,3, Sales Executive ,3,Married,2,Unknown,13,3,1,Unknown,11.32,2,Alto,1,0,0,65245.88,Yes,5437.16
1434,31,No,travel_rarely,4,3,Technical Degree,4,F,2,1, Research Scientist ,1,Divorced,1,Unknown,13,3,3,Part Time,11.32,2,Alto,1,0,0,28111.13,Yes,2342.59
1435,32,No,Unknown,16,3,Life Sciences,3,M,4,2, Healthcare Representative ,3,Married,3,No,16,3,3,Part Time,10.0,3,Alto,7,1,7,52940.0,No,4411.67
1436,40,No,travel_rarely,18,3,Medical,2,M,1,2, Healthcare Representative ,4,Married,3,Unknown,16,3,3,Part Time,11.32,2,Alto,1,1,0,53914.11,Yes,4492.84
1437,45,Yes,Unknown,17,3,Technical Degree,3,M,2,1, Research Scientist ,3,Unknown,9,Yes,16,3,4,Part Time,6.0,4,Alto,1,0,0,24370.0,No,2030.83
1438,57,No,travel_rarely,7,3,Life Sciences,3,M,2,5, Research Director ,1,Married,8,No,12,3,2,Full Time,34.0,2,Alto,1,0,0,191324.62,No,15943.72
1439,23,Yes,Unknown,7,1,Marketing,2,M,3,1, Sales Representative ,2,Single,1,Unknown,13,3,2,Unknown,11.32,3,Alto,1,1,0,65245.88,Yes,5437.16
1440,24,Yes,travel_rarely,7,1,Medical,3,F,3,1, Laboratory Technician ,1,Unknown,1,Yes,17,3,3,Part Time,1.0,6,Alto,1,0,0,28111.13,Yes,2342.59
1441,39,No,travel_rarely,8,2,Other,3,M,3,2, Human Resources ,2,Divorced,2,No,13,3,3,Part Time,19.0,4,Medio,10,4,7,40710.0,Yes,3392.5
1442,44,No,travel_rarely,13,3,Life Sciences,2,M,4,2, Healthcare Representative ,1,Married,5,No,18,3,3,Part Time,10.0,2,Medio,0,0,0,53914.11,No,4492.84
1443,20,No,Unknown,14,3,Life Sciences,2,F,3,1, Research Scientist ,3,Single,1,Unknown,16,3,3,Unknown,0.0,4,Mal,0,0,0,65245.88,Yes,5437.16
1444,33,Yes,travel_rarely,18,5,Human Resources,4,M,4,1, Human Resources ,1,Married,0,No,17,3,3,Full Time,2.0,4,Alto,1,0,0,29560.0,Yes,2463.33
1445,38,No,travel_rarely,2,4,Life Sciences,4,F,3,2, Research Scientist ,2,Unknown,4,Yes,22,4,4,Unknown,11.32,2,Alto,1,0,0,53914.11,Yes,4492.84
1446,34,No,travel_frequently,10,4,Marketing,4,M,3,2, Sales Executive ,4,Unknown,8,Unknown,13,3,3,Part Time,11.32,2,Muy alto,0,0,0,46480.0,Yes,3873.33
1447,31,No,Unknown,29,1,Life Sciences,4,M,1,2, Healthcare Representative ,3,Divorced,8,No,17,3,4,Part Time,11.0,3,Unknown,7,1,6,53914.11,No,4492.84
1448,44,No,travel_rarely,8,3,Life Sciences,4,M,3,1, Laboratory Technician ,3,Unknown,4,No,13,3,4,Part Time,11.32,3,Alto,0,0,0,28111.13,Yes,2342.59
1449,31,No,travel_rarely,6,1,Life Sciences,4,M,2,1, Human Resources ,2,Married,1,No,11,3,4,Part Time,11.32,3,Alto,1,0,0,28040.0,Yes,2336.67
1450,31,Yes,Unknown,24,2,Life Sciences,4,M,2,1, Research Scientist ,4,Unknown,1,Yes,24,3,2,Part Time,1.0,3,Medio,1,1,0,24390.0,No,2032.5
1451,30,No,travel_rarely,3,3,Medical,2,F,3,1, Sales Representative ,2,Unknown,1,No,19,3,4,Unknown,1.0,3,Alto,1,0,0,65245.88,Yes,5437.16
1452,32,Yes,Unknown,9,3,Life Sciences,2,M,3,1, Sales Representative ,4,Unknown,1,Unknown,13,3,3,Unknown,11.32,3,Medio,1,0,0,65245.88,No,5437.16
1453,24,Yes,travel_rarely,7,1,Life Sciences,4,M,3,1, Research Scientist ,2,Single,1,Unknown,23,4,1,Unknown,1.0,2,Alto,1,0,0,65245.88,Yes,5437.16
1454,28,No,Unknown,1,2,Life Sciences,2,F,2,1, Research Scientist ,3,Unknown,1,Yes,13,3,3,Full Time,1.0,3,Medio,1,1,0,29330.0,No,2444.17
1455,46,No,travel_rarely,1,4,Life Sciences,2,M,4,2, Healthcare Representative ,1,Unknown,2,Unknown,15,3,4,Part Time,10.0,5,Alto,2,2,2,53914.11,Yes,4492.84
1456,31,Yes,travel_frequently,24,3,Technical Degree,3,M,4,1, Sales Representative ,1,Single,1,No,17,3,4,Part Time,1.0,3,Unknown,1,0,0,10910.0,Yes,909.17
1457,30,Yes,travel_rarely,13,2,Marketing,4,F,3,2, Sales Executive ,3,Unknown,3,Yes,11,3,4,Part Time,6.0,0,Alto,2,2,2,53914.11,Yes,4492.84
1458,58,No,travel_rarely,11,5,Life Sciences,4,F,2,2, Sales Executive ,1,Married,4,Unknown,16,3,3,Part Time,11.32,3,Alto,0,0,0,53914.11,Yes,4492.84
1459,41,No,travel_rarely,9,2,Life Sciences,1,M,3,2, Manufacturing Director ,1,Married,1,No,25,4,4,Part Time,10.0,3,Alto,10,7,9,51510.0,Yes,4292.5
1460,60,No,Unknown,21,3,Life Sciences,4,F,3,4, Manager ,4,Unknown,4,Yes,13,3,3,Full Time,11.32,2,Medio,1,0,0,153407.07,Yes,12783.92
1461,44,No,travel_rarely,12,4,Marketing,2,M,3,2, Sales Executive ,4,Divorced,3,Unknown,12,3,3,Part Time,14.0,4,Alto,0,0,0,53914.11,No,4492.84
1462,29,Yes,Unknown,22,3,Life Sciences,1,F,2,1, Human Resources ,2,Married,1,No,12,3,1,Full Time,11.32,2,Alto,1,0,0,28630.0,No,2385.83
1463,40,No,travel_rarely,1,3,Life Sciences,1,M,2,1, Sales Representative ,1,Single,4,Unknown,14,3,1,Unknown,20.0,3,Medio,1,0,0,65245.88,Yes,5437.16
1464,34,No,Unknown,5,4,Life Sciences,4,M,2,2, Manufacturing Director ,4,Unknown,8,No,24,4,2,Part Time,11.32,1,Alto,1,0,0,53914.11,Yes,4492.84
1465,33,No,Unknown,2,1,Medical,4,F,1,1, Laboratory Technician ,4,Unknown,1,Unknown,11,3,3,Part Time,11.32,4,Alto,1,0,0,11290.0,Yes,940.83
1466,27,No,travel_rarely,2,3,Life Sciences,3,F,3,1, Human Resources ,2,Unknown,4,No,14,3,3,Part Time,6.0,3,Alto,2,1,2,28111.13,No,2342.59
1467,42,No,Unknown,7,4,Life Sciences,1,M,3,1, Laboratory Technician ,4,Married,8,No,19,3,3,Part Time,8.0,3,Medio,1,0,0,28111.13,Yes,2342.59
1468,41,No,non-travel,9,3,Life Sciences,4,M,3,5, Manager ,4,Unknown,2,Unknown,13,3,3,Full Time,11.32,3,Medio,6,1,3,194310.0,No,16192.5
1469,25,Yes,Unknown,9,3,Life Sciences,4,M,3,1, Sales Representative ,1,Married,1,No,19,3,1,Unknown,11.32,3,Unknown,1,1,0,65245.88,No,5437.16
1470,37,No,travel_rarely,26,4,Life Sciences,3,F,3,3, Human Resources ,4,Single,1,Yes,16,3,3,Part Time,11.32,2,Unknown,9,1,7,100071.84,No,8339.32
1471,36,No,travel_rarely,7,2,Technical Degree,2,M,3,1, Sales Representative ,3,Unknown,0,Yes,25,4,2,Unknown,12.0,4,Alto,11,5,7,23080.0,Yes,1923.33
1472,30,No,non-travel,16,3,Medical,3,M,3,1, Research Scientist ,3,Single,1,No,14,3,3,Part Time,5.0,3,Medio,5,1,4,21440.0,No,1786.67
1473,31,No,Unknown,1,3,Life Sciences,1,M,3,2, Healthcare Representative ,1,Married,0,No,12,3,1,Part Time,6.0,5,Medio,5,0,2,53730.0,No,4477.5
1474,60,Yes,travel_rarely,23,4,Medical,4,F,3,3, Healthcare Representative ,4,Married,1,Unknown,12,3,4,Part Time,40.0,3,Medio,40,15,6,100071.84,Yes,8339.32
1475,40,No,Unknown,3,3,Life Sciences,1,M,3,3, Sales Executive ,3,Divorced,0,Unknown,12,3,3,Part Time,11.32,6,Medio,16,5,13,100071.84,Yes,8339.32
1476,31,No,travel_frequently,1,1,Life Sciences,2,F,3,3, Sales Executive ,4,Married,1,Unknown,14,3,4,Part Time,11.0,5,Alto,11,4,1,100071.84,Yes,8339.32
1477,57,No,travel_rarely,1,3,Medical,4,M,3,5, Manager ,1,Single,0,Unknown,14,3,3,Unknown,37.0,2,Alto,36,4,13,190450.0,Yes,15870.83
1478,43,No,Unknown,2,4,Life Sciences,4,M,3,4, Manager ,2,Unknown,1,Unknown,19,3,2,Full Time,11.32,2,Alto,22,0,4,160150.0,Yes,13345.83
1479,41,No,travel_rarely,1,3,Life Sciences,3,M,4,3, Healthcare Representative ,4,Unknown,0,No,17,3,1,Unknown,19.0,5,Medio,18,3,7,65245.88,Yes,5437.16
1480,40,No,Unknown,15,2,Life Sciences,3,M,2,3, Research Director ,4,Unknown,0,Unknown,14,3,2,Full Time,11.32,3,Alto,11,2,9,115100.0,Yes,9591.67
1481,45,No,Unknown,12,3,Life Sciences,1,M,2,4, Research Director ,2,Unknown,1,No,11,3,3,Unknown,11.32,3,Unknown,25,3,9,65245.88,Yes,5437.16
1482,33,No,Unknown,7,2,Life Sciences,2,F,3,2, Manufacturing Director ,1,Married,1,No,12,3,2,Part Time,13.0,5,Mal,13,3,12,43060.0,Yes,3588.33
1483,52,No,travel_rarely,29,4,Life Sciences,2,M,2,4, Manager ,3,Married,0,No,15,3,2,Full Time,28.0,2,Alto,27,15,7,170460.0,Yes,14205.0
1484,35,No,non-travel,8,1,Life Sciences,2,F,2,1, Sales Representative ,4,Unknown,0,Unknown,19,3,4,Part Time,11.32,2,Medio,2,2,2,28111.13,No,2342.59
1485,28,Yes,Unknown,2,3,Life Sciences,1,M,3,1, Research Scientist ,1,Married,6,Unknown,14,3,2,Unknown,6.0,2,Alto,3,1,2,65245.88,Yes,5437.16
1486,40,No,travel_frequently,3,4,Life Sciences,3,M,3,1, Research Scientist ,3,Unknown,3,No,16,3,1,Full Time,8.0,2,Alto,2,2,2,28210.0,No,2350.83
1487,48,No,Unknown,1,4,Medical,4,M,3,5, Research Director ,4,Unknown,9,No,17,3,4,Unknown,23.0,0,Alto,2,2,2,191324.62,Yes,15943.72
1488,23,No,Unknown,7,1,Life Sciences,4,F,2,1, Research Scientist ,2,Single,1,Yes,11,3,3,Part Time,2.0,6,Muy alto,2,2,2,20700.0,Yes,1725.0
1489,33,No,travel_frequently,20,3,Life Sciences,3,M,4,1, Sales Representative ,4,Married,0,No,12,3,1,Part Time,3.0,4,Alto,2,2,2,27910.0,No,2325.83
1490,37,No,Unknown,11,2,Marketing,4,M,3,2, Sales Executive ,4,Divorced,1,Unknown,11,3,4,Part Time,5.0,3,Alto,5,0,2,53914.11,Yes,4492.84
1491,36,No,Unknown,2,2,Life Sciences,4,M,3,2, Manufacturing Director ,3,Single,2,No,11,3,4,Part Time,11.32,3,Unknown,3,0,2,53914.11,Yes,4492.84
1492,35,Yes,Unknown,9,4,Life Sciences,1,F,3,2, Sales Executive ,1,Single,0,Unknown,17,3,1,Full Time,6.0,3,Alto,5,0,3,82240.0,Yes,6853.33
1493,33,Yes,Unknown,15,3,Medical,3,M,3,1, Laboratory Technician ,3,Unknown,1,No,12,3,3,Part Time,11.32,5,Medio,2,2,2,26100.0,No,2175.0
1494,39,No,travel_rarely,25,2,Life Sciences,3,F,2,2, Healthcare Representative ,4,Unknown,7,No,13,3,3,Full Time,9.0,2,Alto,6,1,3,57310.0,No,4775.83
1495,29,No,travel_rarely,6,3,Life Sciences,4,M,2,1, Research Scientist ,3,Married,1,No,13,3,3,Unknown,4.0,0,Alto,4,2,2,65245.88,No,5437.16
1496,37,No,travel_frequently,4,4,Other,4,M,2,1, Laboratory Technician ,4,Married,1,Unknown,13,3,2,Part Time,2.0,2,Muy alto,2,2,2,23760.0,Yes,1980.0
1497,58,No,Unknown,4,4,Life Sciences,4,F,3,5, Manager ,1,Divorced,4,No,13,3,4,Full Time,28.0,2,Alto,5,4,2,191324.62,No,15943.72
1498,47,No,Unknown,7,3,Medical,1,F,3,1, Research Scientist ,3,Unknown,4,Yes,19,3,3,Part Time,11.32,2,Unknown,3,0,2,28111.13,Yes,2342.59
1499,45,No,travel_rarely,2,3,Life Sciences,2,M,3,1, Human Resources ,4,Unknown,0,No,13,3,2,Full Time,11.32,5,Alto,9,1,8,35390.0,Yes,2949.17
1500,33,No,travel_rarely,29,4,Marketing,1,F,2,2, Sales Executive ,4,Unknown,1,Unknown,14,3,1,Full Time,11.32,3,Alto,12,5,7,54680.0,Yes,4556.67
1501,37,Yes,Unknown,27,3,Life Sciences,3,M,3,2, Sales Executive ,4,Unknown,1,Unknown,18,3,4,Full Time,11.32,2,Alto,10,7,7,58130.0,Yes,4844.17
1502,37,No,non-travel,2,2,Medical,2,M,3,2, Manufacturing Director ,4,Divorced,2,No,14,3,3,Part Time,15.0,6,Alto,7,1,7,53914.11,No,4492.84
1503,32,No,Unknown,7,3,Medical,4,F,3,3, Manufacturing Director ,3,Single,9,No,14,3,2,Part Time,9.0,3,Alto,7,0,2,96670.0,No,8055.83
1504,48,Yes,travel_rarely,21,2,Medical,4,F,3,2, Healthcare Representative ,2,Married,4,No,22,4,4,Part Time,13.0,2,Muy alto,9,3,7,53914.11,No,4492.84
1505,47,No,non-travel,7,4,Life Sciences,4,F,3,2, Sales Executive ,3,Married,4,Unknown,22,4,2,Unknown,10.0,3,Muy alto,8,5,7,65245.88,Yes,5437.16
1506,45,No,travel_frequently,2,4,Life Sciences,1,M,3,2, Sales Executive ,4,Married,1,Unknown,20,4,3,Unknown,7.0,5,Alto,7,7,7,65245.88,No,5437.16
1507,48,Yes,Unknown,10,3,Life Sciences,3,F,3,3, Sales Executive ,2,Unknown,5,Unknown,21,4,3,Part Time,14.0,2,Alto,8,0,7,73140.0,No,6095.0
1508,42,No,travel_rarely,1,4,Life Sciences,1,M,3,4, Manager ,1,Unknown,2,Unknown,11,3,1,Full Time,22.0,3,Unknown,19,11,16,153407.07,Yes,12783.92
1509,29,No,travel_rarely,2,2,Life Sciences,1,F,4,2, Sales Executive ,3,Single,0,No,14,3,2,Part Time,9.0,5,Medio,8,0,7,53914.11,Yes,4492.84
1510,44,No,Unknown,6,3,Medical,3,M,3,3, Research Director ,1,Married,9,No,13,3,2,Unknown,18.0,3,Muy alto,13,5,7,100071.84,No,8339.32
1511,28,No,travel_frequently,6,3,Other,3,M,4,1, Laboratory Technician ,4,Married,0,No,18,3,1,Part Time,8.0,3,Alto,7,7,7,28111.13,Yes,2342.59
1512,30,No,travel_frequently,1,2,Life Sciences,3,M,2,2, Sales Executive ,4,Married,1,Unknown,12,3,3,Part Time,7.0,2,Alto,7,0,7,53914.11,Yes,4492.84
1513,33,No,travel_rarely,5,4,Life Sciences,3,M,3,1, Research Scientist ,4,Married,0,Unknown,12,3,3,Part Time,11.32,4,Alto,5,0,3,28111.13,Yes,2342.59
1514,33,No,travel_rarely,2,3,Human Resources,1,M,2,2, Human Resources ,1,Unknown,3,No,12,3,4,Full Time,11.32,1,Alto,2,1,0,64100.0,Yes,5341.67
1515,33,No,Unknown,2,4,Life Sciences,3,M,3,1, Research Scientist ,4,Unknown,0,Unknown,18,3,2,Part Time,3.0,2,Mal,2,2,2,28111.13,Yes,2342.59
1516,54,Yes,Unknown,8,4,Medical,3,M,2,2, Research Scientist ,2,Unknown,2,No,15,3,1,Part Time,11.0,3,Medio,8,7,7,49410.0,No,4117.5
1517,30,Yes,Unknown,2,4,Medical,1,M,1,1, Research Scientist ,4,Married,5,Yes,13,3,4,Part Time,11.32,4,Medio,3,2,2,28111.13,Yes,2342.59
1518,49,No,travel_rarely,5,5,Life Sciences,4,M,3,5, Research Director ,3,Married,4,Unknown,11,3,2,Full Time,21.0,2,Alto,3,1,1,191324.62,Yes,15943.72
1519,31,No,Unknown,9,5,Other,2,M,2,1, Laboratory Technician ,4,Unknown,0,No,17,3,3,Full Time,4.0,2,Unknown,3,2,2,39830.0,No,3319.17
1520,39,No,Unknown,5,2,Medical,4,M,3,2, Manufacturing Director ,4,Unknown,7,No,16,3,3,Full Time,8.0,2,Medio,6,0,4,63470.0,No,5289.17
1521,25,No,Unknown,7,1,Life Sciences,3,M,3,1, Research Scientist ,4,Unknown,1,Unknown,12,3,3,Full Time,11.32,2,Medio,4,0,2,29040.0,No,2420.0
1522,44,No,travel_rarely,2,1,Life Sciences,3,M,3,1, Human Resources ,3,Divorced,0,Yes,11,3,3,Part Time,4.0,5,Alto,3,1,0,26960.0,Yes,2246.67
1523,32,No,Unknown,7,2,Life Sciences,4,F,3,2, Sales Executive ,3,Unknown,7,Unknown,12,3,2,Part Time,4.0,2,Muy alto,2,2,2,53914.11,Yes,4492.84
1524,23,Yes,Unknown,1,1,Life Sciences,1,F,2,1, Sales Representative ,2,Single,1,Unknown,11,3,3,Part Time,3.0,3,Alto,3,1,2,21740.0,No,1811.67
1525,59,No,travel_rarely,1,4,Medical,4,M,3,2, Healthcare Representative ,3,Unknown,2,No,11,3,3,Full Time,11.32,2,Alto,3,1,2,67550.0,No,5629.17
1526,23,No,Unknown,9,2,Life Sciences,1,M,3,1, Sales Representative ,4,Single,1,Unknown,24,4,3,Part Time,3.0,3,Medio,3,2,2,28111.13,Yes,2342.59
1527,33,No,travel_rarely,9,4,Life Sciences,3,M,2,1, Research Scientist ,2,Unknown,0,Unknown,16,3,4,Part Time,3.0,5,Alto,2,2,2,26570.0,No,2214.17
1528,31,No,Unknown,23,3,Life Sciences,4,M,3,1, Research Scientist ,4,Unknown,9,No,16,3,4,Part Time,6.0,4,Alto,3,1,2,28111.13,Yes,2342.59
1529,29,No,travel_rarely,1,2,Life Sciences,4,M,3,1, Laboratory Technician ,2,Unknown,1,No,11,3,2,Part Time,5.0,2,Alto,5,0,4,28111.13,Yes,2342.59
1530,51,No,travel_rarely,7,3,Other,2,M,2,3, Healthcare Representative ,3,Single,8,No,24,4,3,Full Time,11.32,2,Alto,5,0,0,109650.0,No,9137.5
1531,38,No,travel_rarely,2,3,Life Sciences,4,F,3,1, Research Scientist ,3,Married,4,No,13,3,2,Unknown,11.32,3,Alto,2,2,2,65245.88,Yes,5437.16
